crop,seed_type,soil,state,district,town_city,season,total_duration_estimate,sw_stage_dur,sw_tmin,sw_tmax,sw_rh,sw_rain,sw_wind,sw_solar_rad,sd_e_stage_dur,sd_e_tmin,sd_e_tmax,sd_e_rh,sd_e_rain,sd_e_wind,sd_e_solar_rad,tilrr_stage_dur,tilrr_tmin,tilrr_tmax,tilrr_rh,tilrr_rain,tilrr_wind,tilrr_solar_rad,stel_stage_dur,stel_tmin,stel_tmax,stel_rh,stel_rain,stel_wind,stel_solar_rad,btng_stage_dur,btng_tmin,btng_tmax,btng_rh,btng_rain,btng_wind,btng_solar_rad,hdng_stage_dur,hdng_tmin,hdng_tmax,hdng_rh,hdng_rain,hdng_wind,hdng_solar_rad,flwr_stage_dur,flwr_tmin,flwr_tmax,flwr_rh,flwr_rain,flwr_wind,flwr_solar_rad,grnm_stage_dur,grnm_tmin,grnm_tmax,grnm_rh,grnm_rain,grnm_wind,grnm_solar_rad,grnd_stage_dur,grnd_tmin,grnd_tmax,grnd_rh,grnd_rain,grnd_wind,grnd_solar_rad,rpng_stage_dur,rpng_tmin,rpng_tmax,rpng_rh,rpng_rain,rpng_wind,rpng_solar_rad,hrvst_stage_dur,hrvst_tmin,hrvst_tmax,hrvst_rh,hrvst_rain,hrvst_wind,hrvst_solar_rad
Wheat,MP 1203,Silty clay loam,Madhya Pradesh,Vidisha,Sanwer,Rabi,123,6,12.3,22.0,58,0.6,5.0,633,6,10.4,21.9,55,0.1,7.7,530,28,11.9,23.4,60,1.6,3.2,517,26,12.3,19.6,59,1.5,6.2,622,5,11.9,16.1,57,1.4,5.1,620,6,12.5,18.9,64,0.5,3.8,608,5,21.7,25.3,54,1.8,5.3,445,10,18.1,28.8,62,1.8,3.1,478,14,16.5,22.4,45,3.0,7.4,597,11,14.9,23.7,53,2.9,7.3,594,6,11.3,22.0,55,2.5,4.1,509
Wheat,C-306,Alluvial loam,Madhya Pradesh,Narsinghpur,Jhabua,Rabi,126,7,17.2,23.5,63,0.4,4.4,489,13,10.4,20.1,57,1.5,7.0,642,23,11.5,22.1,60,0.2,2.9,426,19,13.2,20.3,47,2.9,7.0,442,9,13.1,16.7,52,2.3,2.1,606,7,13.3,19.8,58,0.9,3.5,404,6,21.1,25.4,56,2.1,3.8,598,14,21.9,27.5,50,0.4,6.2,436,13,16.3,27.6,48,2.1,4.9,590,12,12.4,24.4,64,0.5,2.7,603,3,10.3,28.8,51,2.4,7.7,642
Soybean,JS 335,Shallow Black (Vertisol),Madhya Pradesh,Bhind,Gwalior,Kharif,102,6,22.0,33.3,59,6.0,2.4,560,9,20.1,30.6,60,2.4,7.7,599,16,24.8,33.8,57,4.2,2.6,690,10,25.0,28.6,74,4.9,6.6,569,8,25.2,32.7,68,4.6,7.9,536,3,26.4,30.2,68,5.2,5.5,648,8,28.0,30.1,62,3.9,4.3,653,16,24.7,28.7,57,5.9,4.1,451,10,22.2,28.3,56,2.7,3.5,557,12,20.6,27.1,75,5.6,5.5,469,4,19.2,29.9,72,6.9,6.6,609
Soybean,JS 20-29,Shallow Black (Vertisol),Madhya Pradesh,Singrauli,Tikamgarh,Kharif,109,7,20.1,33.4,69,2.1,6.1,527,11,21.2,28.6,58,3.8,2.6,697,15,25.9,29.1,60,3.2,7.3,698,13,22.8,30.8,55,4.9,6.4,547,10,27.4,31.4,73,4.5,2.3,522,8,25.2,33.5,61,7.2,7.7,643,7,24.9,28.1,57,4.4,8.0,654,12,22.8,31.6,62,6.6,6.7,503,11,22.1,29.0,63,7.1,6.9,638,9,22.7,32.0,72,2.1,5.1,617,6,21.5,28.0,70,6.9,7.5,491
Wheat,HD 2967,Deep Black (Vertisol),Madhya Pradesh,Jabalpur,Patan,Rabi,134,11,13.2,20.2,52,2.2,5.9,646,9,14.3,23.6,51,0.9,6.3,587,32,14.5,19.9,62,1.8,7.0,608,22,15.2,21.8,47,1.1,6.2,621,7,12.4,17.7,58,1.5,4.5,500,4,13.6,18.7,54,2.0,3.2,542,5,21.3,25.5,55,1.6,7.5,429,13,18.8,25.1,61,2.0,2.6,417,16,18.4,23.5,56,1.3,3.3,645,8,12.6,23.8,52,2.8,2.5,462,7,11.1,20.7,52,1.9,5.4,608
Wheat,MP 3288,Deep Black (Vertisol),Madhya Pradesh,Hoshangabad,Hoshangabad,Rabi,120,9,14.8,24.2,46,1.4,7.7,632,7,14.4,20.1,52,1.7,2.3,606,26,14.5,23.9,53,1.5,4.9,403,17,12.1,19.8,57,0.9,2.3,576,9,11.6,21.9,63,0.8,4.1,502,6,12.5,20.4,57,2.1,2.4,529,7,20.8,26.8,61,1.5,2.9,511,15,19.6,26.3,61,0.7,7.9,482,14,19.9,23.7,48,3.0,4.0,612,9,12.7,21.2,55,1.7,7.0,516,1,12.8,25.6,49,0.0,4.6,455
Chickpea,JG 11,Clay loam,Madhya Pradesh,Shivpuri,Singrauli,Rabi,101,5,14.7,21.1,57,2.1,7.8,523,7,12.7,26.2,50,1.3,5.2,511,14,11.7,23.3,55,1.6,6.7,486,14,17.9,24.6,55,0.7,7.7,521,9,13.7,24.0,51,2.4,5.0,635,4,15.1,22.8,51,0.7,4.6,413,8,10.2,21.9,47,1.7,5.8,620,18,15.5,23.7,50,0.3,3.5,512,8,13.0,25.7,52,0.1,6.0,497,10,17.9,24.6,51,0.8,3.9,428,4,17.7,25.6,60,1.6,2.6,518
Soybean,NRC 37,Deep Black (Vertisol),Madhya Pradesh,Chhatarpur,Vidisha,Kharif,117,8,20.0,33.9,70,4.1,2.7,550,12,22.1,32.3,58,4.2,6.8,524,17,24.8,33.6,56,7.0,6.2,481,13,25.2,32.8,66,2.6,3.3,637,6,27.6,31.2,62,6.0,7.4,605,8,24.2,29.8,63,3.2,4.1,539,11,26.1,32.8,59,4.7,4.2,514,11,22.0,29.3,73,6.2,5.2,500,13,22.4,28.1,64,6.3,7.0,503,10,20.7,30.1,55,4.0,2.5,511,8,22.0,27.6,67,6.7,3.8,595
Wheat,MP 1203,Sandy loam,Madhya Pradesh,Alirajpur,Punasa,Rabi,122,8,15.4,20.9,57,2.4,6.0,514,12,15.5,23.6,53,0.9,6.4,623,21,13.6,19.9,55,2.3,6.6,613,21,10.6,21.6,63,0.5,7.8,455,13,9.5,16.9,52,0.2,4.3,467,8,12.0,21.3,55,2.2,6.1,618,2,18.2,22.8,58,0.3,3.9,579,14,20.5,24.8,51,2.8,7.8,408,11,18.0,24.8,46,0.2,5.8,608,8,17.4,21.3,56,2.1,7.1,408,4,11.3,28.4,46,0.8,4.4,609
Wheat,MP 1203,Clay loam,Madhya Pradesh,Tikamgarh,Indore,Rabi,118,7,12.6,21.8,60,2.5,4.7,611,7,15.6,20.1,49,0.6,7.2,619,23,15.7,19.7,49,2.8,3.9,440,24,13.3,21.2,59,0.1,7.9,645,12,10.7,20.5,53,0.7,6.6,442,6,12.3,20.9,49,1.2,2.1,563,2,19.6,23.5,62,0.3,2.2,607,10,20.7,28.6,63,0.8,6.0,639,12,19.0,25.8,55,0.2,5.4,554,8,13.1,21.8,50,2.0,2.1,593,7,10.7,28.2,47,2.8,2.7,426
Soybean,JS 20-29,Medium Black (Vertisol),Madhya Pradesh,Rewa,Datia,Kharif,94,2,20.7,33.3,57,7.2,6.6,620,6,23.2,29.3,74,4.8,3.6,642,17,25.5,29.1,58,2.0,2.8,536,13,23.7,29.0,59,6.0,2.1,581,4,25.8,29.0,62,3.4,7.0,500,3,26.3,29.9,60,6.3,2.7,596,8,24.8,28.1,74,5.2,6.9,692,11,23.5,27.5,72,4.8,7.4,665,8,22.7,29.0,58,7.0,6.0,633,15,20.4,27.9,70,4.6,6.5,699,7,18.9,26.8,57,6.7,5.3,462
Rice,IR-64,Medium Black (Vertisol),Madhya Pradesh,Barwani,Kannod,Kharif,127,3,21.6,35.3,80,9.1,5.5,650,7,22.3,31.8,66,7.6,9.7,555,21,23.0,31.3,62,6.0,4.0,639,24,22.5,32.3,73,8.7,3.0,455,8,22.7,32.3,82,7.0,9.0,495,9,26.2,32.7,61,9.9,6.2,667,9,24.4,32.3,70,4.5,11.4,513,13,27.8,32.2,73,8.4,2.3,643,20,23.6,32.8,82,6.0,4.9,503,9,24.2,28.5,74,9.0,3.4,458,4,22.4,31.3,76,6.0,6.2,667
Maize,HQPM-7,Medium Black (Vertisol),Madhya Pradesh,Dewas,Kannod,Kharif,114,4,23.9,29.0,53,5.0,8.8,546,6,21.2,29.8,58,2.6,7.5,513,14,19.2,30.9,63,5.2,5.4,614,18,22.8,32.4,53,4.5,2.5,659,12,21.3,28.3,70,4.2,7.8,618,10,23.0,29.5,64,5.5,3.6,534,3,22.2,30.2,60,5.6,4.5,556,16,21.7,29.7,63,5.7,3.1,566,14,23.5,34.4,60,4.1,2.2,615,10,20.0,28.4,53,3.9,6.3,526,7,23.3,31.0,62,5.2,5.7,682
Maize,HQPM-1,Deep Black (Vertisol),Madhya Pradesh,Umaria,Mandla,Kharif,112,3,20.4,29.2,69,2.6,6.8,664,9,22.7,26.9,53,5.7,4.9,590,17,18.9,30.9,52,4.3,5.3,644,18,23.8,30.3,69,4.3,6.4,692,11,19.6,27.8,63,5.5,7.9,638,8,20.2,29.1,63,2.7,8.9,579,10,23.8,30.2,65,2.3,7.0,541,14,21.2,27.2,63,3.1,2.1,577,9,22.0,30.7,63,2.6,8.9,541,7,18.2,30.5,65,2.9,8.0,504,6,21.5,31.4,62,2.4,3.2,667
Maize,DHM 117,Medium Black (Vertisol),Madhya Pradesh,Jhabua,Seoni,Kharif,104,3,19.9,28.5,64,4.5,3.2,614,10,22.4,31.0,67,4.8,6.3,621,17,19.2,29.0,59,3.3,5.5,534,16,21.0,29.2,61,4.4,2.7,582,8,18.9,26.1,59,3.2,3.8,601,4,21.5,35.0,52,5.2,3.4,610,6,20.1,32.2,56,2.3,2.7,691,15,22.4,29.1,51,3.2,2.2,523,12,19.6,28.1,63,2.8,2.9,675,9,18.0,33.4,66,4.5,3.8,571,4,22.5,32.4,64,4.1,2.9,580
Wheat,HI 8759 (Pusa Tejas),Clay loam,Madhya Pradesh,Dindori,Khandwa,Rabi,120,7,17.7,25.3,61,1.7,4.8,513,13,10.4,23.7,45,0.5,4.1,563,25,15.9,20.5,64,1.4,6.3,501,20,13.5,19.1,47,2.3,5.6,516,7,8.1,18.4,60,1.6,5.8,491,2,14.7,19.6,62,2.8,5.0,572,7,18.0,26.9,58,2.9,4.0,509,11,22.0,28.5,59,1.0,5.0,449,11,16.2,22.5,54,1.8,5.7,401,12,13.7,21.1,46,2.9,4.3,464,5,16.3,20.9,58,0.4,2.8,496
Maize,PMH 1,Shallow Black (Vertisol),Madhya Pradesh,Sagar,Dindori,Kharif,108,1,19.8,26.6,55,2.8,4.9,624,5,22.9,30.3,69,3.2,5.7,555,15,23.0,33.7,59,5.7,8.6,503,20,22.2,32.1,64,2.9,7.7,623,8,20.7,34.0,68,4.6,7.3,600,6,23.8,27.5,58,5.0,5.9,592,7,20.3,31.7,68,3.1,8.1,659,13,22.4,28.6,61,3.6,2.3,628,13,19.3,27.0,56,5.1,3.5,560,13,19.0,32.2,52,3.1,8.5,631,7,22.3,32.9,65,3.5,7.3,682
Chickpea,JG 16,Alluvial loam,Madhya Pradesh,Shajapur,Vidisha,Rabi,121,9,14.4,23.2,53,1.5,7.3,513,9,16.4,23.5,41,1.5,4.8,638,17,17.6,21.2,43,1.6,2.6,448,17,12.2,24.9,44,1.1,2.6,559,10,13.5,25.2,47,1.1,7.4,584,5,12.8,26.1,41,2.0,4.7,608,9,11.7,20.5,48,0.3,3.7,535,14,17.6,24.5,41,2.2,6.8,569,11,11.6,24.2,50,1.2,6.9,633,13,10.2,26.0,53,0.6,2.6,544,7,13.7,23.5,41,1.6,7.1,445
Chickpea,JG 11,Clay loam,Madhya Pradesh,Ratlam,Rewa,Rabi,114,8,13.3,23.6,47,0.4,6.1,483,7,10.4,26.7,51,2.0,3.9,554,18,16.1,21.2,40,0.2,5.4,543,14,17.8,26.9,47,0.5,3.2,485,9,15.3,24.7,48,1.1,7.4,416,6,13.8,25.4,51,0.2,3.5,453,10,15.3,21.9,51,1.8,3.4,503,16,12.8,23.1,58,1.2,3.4,400,9,15.6,25.0,44,0.4,5.1,505,12,10.5,20.8,45,1.1,4.3,487,5,14.2,27.5,60,1.3,3.6,551
Wheat,JW 3288,Red loam,Madhya Pradesh,Datia,Sehore,Rabi,111,7,17.7,25.0,58,2.0,6.0,509,9,13.3,22.2,56,1.7,4.9,595,18,14.8,22.0,55,0.2,8.0,409,18,10.6,19.6,52,0.7,5.7,444,5,10.7,16.3,62,2.9,7.3,649,6,14.5,18.0,55,0.3,5.4,485,8,18.9,23.5,63,0.9,6.9,568,9,19.8,29.1,65,1.9,4.4,574,14,19.0,22.8,61,1.4,2.4,573,12,12.6,24.3,64,2.4,6.7,459,5,10.2,22.1,53,1.6,4.0,524
Soybean,JS 335,Silty clay loam,Madhya Pradesh,Indore,Indore,Kharif,111,9,23.0,32.0,75,3.1,6.8,665,11,20.7,31.8,73,5.2,5.0,575,17,23.9,33.3,63,7.9,6.5,510,13,25.6,30.7,60,4.9,4.1,627,8,27.8,31.9,59,6.3,6.9,588,4,27.9,33.9,56,6.2,3.7,607,8,26.8,30.3,73,6.9,4.3,586,11,24.2,26.2,68,7.0,5.2,685,8,22.1,29.9,62,6.2,2.5,645,11,21.6,30.4,74,3.1,2.6,569,11,23.9,29.6,59,3.1,6.5,659
Mustard,RH 406,Medium Black (Vertisol),Madhya Pradesh,Dewas,Dewas,Rabi,104,4,12.3,20.0,52,0.0,3.3,526,8,15.1,23.9,44,2.4,2.6,494,13,15.0,24.0,45,1.9,2.8,556,19,13.3,20.2,43,2.2,6.2,471,8,14.4,19.9,59,1.6,7.7,448,2,15.3,20.4,57,0.1,4.9,458,12,12.5,18.3,47,1.0,6.5,554,10,12.8,19.4,51,0.2,6.6,540,13,13.5,21.0,54,0.8,2.7,504,8,15.5,22.3,48,1.2,2.6,526,7,10.7,20.6,45,1.9,2.9,626
Maize,HQPM-5,Medium Black (Vertisol),Madhya Pradesh,Dewas,Kannod,Kharif,124,6,23.1,32.5,66,5.3,2.3,558,8,23.3,32.0,58,2.9,3.3,501,17,21.8,26.7,60,4.1,5.5,654,20,22.0,27.5,67,2.9,8.2,694,11,18.8,30.1,51,3.5,5.8,673,4,19.1,34.8,54,5.6,2.3,501,9,20.6,33.9,60,4.6,3.0,572,14,23.0,26.4,52,5.0,3.8,546,14,22.3,31.4,51,4.0,6.9,696,13,23.1,30.5,65,4.6,8.6,562,8,22.1,33.7,64,5.3,6.0,523
Soybean,JS 20-29,Shallow Black (Vertisol),Madhya Pradesh,Ashoknagar,Mandsaur,Kharif,94,5,22.4,29.7,66,3.7,5.5,543,7,20.6,28.7,65,5.5,7.4,604,16,23.3,30.2,71,3.6,6.7,589,13,24.8,28.7,67,3.8,5.0,513,7,24.6,31.7,61,4.6,4.4,670,3,25.6,31.3,57,5.1,3.3,490,7,26.2,30.3,74,5.8,3.6,485,9,24.5,27.8,68,7.1,3.6,485,11,25.8,28.3,61,5.0,2.7,555,9,23.9,28.5,61,4.4,4.5,554,7,20.2,27.3,67,4.3,7.9,564
Chickpea,JG 130,Clay loam,Madhya Pradesh,Anuppur,Sehore,Rabi,110,6,15.5,23.0,57,0.8,2.9,537,9,10.5,20.8,50,2.0,7.1,635,14,12.5,21.6,53,1.9,7.9,629,14,16.7,25.5,48,0.6,6.9,490,7,10.0,26.9,49,1.0,4.2,562,7,17.5,24.5,43,0.1,6.2,599,9,14.8,21.7,58,1.0,5.9,416,16,13.4,26.5,55,0.3,6.1,575,10,15.3,26.2,49,1.5,4.8,556,11,11.5,22.7,43,1.2,3.7,571,7,16.0,27.0,49,1.6,2.1,528
Soybean,JS 335,Red loam,Madhya Pradesh,Shivpuri,Mandla,Kharif,98,9,20.8,32.6,70,4.7,2.1,541,9,23.5,32.7,66,2.1,7.9,592,15,24.6,34.0,57,5.8,5.4,663,10,25.2,30.1,71,4.4,6.8,647,8,25.2,30.5,62,2.0,5.8,517,3,25.3,32.1,57,3.2,2.9,657,8,27.0,29.8,72,4.0,5.0,700,8,23.2,29.3,56,5.1,2.9,475,10,22.7,30.7,57,7.0,5.7,523,10,23.1,31.4,58,4.4,2.6,572,8,20.0,28.2,64,3.8,3.4,523
Soybean,JS 335,Alluvial loam,Madhya Pradesh,Jhabua,Morena,Kharif,106,9,23.5,32.7,70,7.3,5.5,534,6,21.7,28.6,74,2.0,3.9,452,14,24.3,33.4,75,2.1,3.1,597,11,24.3,31.3,63,3.8,7.8,649,9,27.5,30.2,73,3.6,3.2,517,5,27.0,32.0,66,5.2,5.9,618,9,25.2,30.0,73,6.5,4.3,576,14,24.1,27.5,56,3.3,5.6,683,10,25.6,30.7,55,4.8,3.5,579,10,21.9,31.9,59,6.2,3.0,685,9,19.9,28.7,68,6.1,4.7,543
Soybean,JS 20-29,Silty clay loam,Madhya Pradesh,Bhopal,Bhopal,Kharif,108,7,20.3,33.2,67,5.6,5.6,655,9,21.6,31.2,63,7.9,6.2,571,15,23.2,28.6,61,3.3,4.7,586,14,25.1,32.9,66,8.0,7.7,648,7,25.2,33.9,74,5.2,3.7,592,5,27.8,31.5,65,3.0,7.5,599,10,25.7,33.9,74,2.9,3.6,590,13,25.9,31.0,55,2.9,4.6,681,7,23.7,28.1,75,4.5,2.5,673,15,20.2,28.4,66,4.4,3.2,679,6,22.5,27.4,65,5.8,2.3,588
Wheat,MP 1203,Clay loam,Madhya Pradesh,Dindori,Dindori,Rabi,129,7,15.1,21.7,61,0.9,7.8,608,11,15.2,23.4,60,0.1,3.3,642,24,15.7,19.2,61,2.1,2.3,458,25,11.4,18.6,54,3.0,7.1,474,9,10.9,21.5,47,2.0,6.4,487,8,15.9,19.7,60,2.0,3.6,644,3,18.5,25.4,63,1.4,3.6,498,13,21.6,27.8,57,0.2,5.9,499,15,16.6,25.4,46,2.1,3.4,603,11,16.6,20.1,56,2.3,6.5,500,3,12.8,27.9,56,0.7,3.0,616
Wheat,MP 1203,Shallow Black (Vertisol),Madhya Pradesh,Seoni,Betul,Rabi,135,8,16.3,22.7,63,1.1,4.4,617,13,12.5,20.5,61,2.4,3.1,440,28,12.5,21.9,61,2.8,2.2,638,20,15.6,18.9,46,0.7,7.3,620,10,13.7,20.0,55,1.4,7.8,625,9,12.7,19.1,53,0.9,4.4,452,5,20.7,25.9,61,1.0,4.3,565,15,20.2,26.7,50,2.6,7.5,563,15,19.2,25.7,55,1.2,5.3,528,5,16.8,25.0,58,0.0,5.0,580,7,15.8,29.3,51,2.7,2.2,636
Lentil,PL 8,Medium Black (Vertisol),Madhya Pradesh,Dewas,Kannod,Rabi,89,4,8.0,24.3,54,0.7,6.0,555,6,14.0,20.0,57,1.1,4.1,440,9,10.7,19.9,44,1.8,6.3,417,15,11.1,21.3,58,0.7,3.1,491,6,11.6,25.1,56,2.2,2.1,571,1,14.0,24.4,45,2.4,3.6,584,8,12.8,22.8,42,0.4,7.3,648,15,12.3,18.6,58,1.1,4.7,584,12,14.5,22.5,49,0.5,6.1,468,9,11.8,21.3,56,0.9,5.7,453,4,14.7,21.6,46,0.9,4.5,456
Soybean,JS 93-05,Shallow Black (Vertisol),Madhya Pradesh,Jabalpur,Jabalpur,Kharif,98,6,23.1,29.3,68,7.7,6.6,639,8,23.9,34.0,71,5.9,7.5,501,16,25.2,29.8,66,3.8,6.1,659,13,22.3,31.8,74,6.8,2.6,641,8,25.7,29.4,66,5.5,2.9,684,6,25.1,33.5,58,3.1,4.4,485,7,26.7,29.4,62,4.9,2.7,535,10,22.8,26.3,57,3.4,4.1,551,11,26.0,30.3,67,4.6,3.6,454,9,22.0,29.5,60,7.6,6.2,622,4,20.5,31.2,64,3.6,3.9,640
Wheat,C-306,Shallow Black (Vertisol),Madhya Pradesh,Agar Malwa,Datia,Rabi,106,5,14.0,25.3,50,2.0,5.1,523,6,11.7,22.6,63,1.3,3.4,408,22,14.0,23.6,63,1.3,6.4,425,13,10.6,21.4,60,1.1,6.1,628,8,8.5,17.5,61,2.0,7.2,601,10,15.7,19.8,60,0.2,4.8,568,3,20.3,26.6,57,0.8,2.6,512,13,20.8,25.3,58,2.7,3.6,618,12,16.5,28.0,49,0.8,6.8,460,11,12.8,20.6,57,1.5,6.2,432,3,10.6,29.4,47,0.3,2.5,504
Soybean,JS 20-34,Medium Black (Vertisol),Madhya Pradesh,Chhatarpur,Tarana,Kharif,104,6,20.8,29.3,71,6.0,4.6,611,12,22.9,29.8,63,5.7,2.2,557,12,22.4,30.8,75,6.6,3.8,453,10,24.0,28.9,55,5.6,2.8,488,8,25.4,28.9,61,7.6,5.8,553,4,25.8,33.4,65,4.8,7.8,669,8,27.6,33.1,70,5.0,2.8,483,12,23.0,29.5,62,6.8,8.0,511,12,23.4,28.4,56,6.0,4.9,684,12,21.2,30.6,75,3.1,2.3,686,8,22.9,31.7,62,7.7,2.3,550
Soybean,JS 20-29,Shallow Black (Vertisol),Madhya Pradesh,Dindori,Kannod,Kharif,98,4,20.8,30.0,61,5.5,3.0,601,9,22.3,32.4,72,6.4,3.1,481,15,24.4,30.9,70,6.4,5.8,601,13,23.9,29.3,60,4.0,6.9,584,7,25.9,32.2,71,3.8,7.8,580,6,24.2,28.7,67,2.8,4.6,600,9,24.3,29.2,67,2.8,4.6,522,11,24.1,26.1,66,4.8,3.0,482,9,24.6,30.4,57,6.3,7.8,496,9,22.3,26.9,63,5.1,2.7,507,6,23.1,29.7,64,5.2,4.8,610
Soybean,JS 20-34,Alluvial loam,Madhya Pradesh,Burhanpur,Punasa,Kharif,107,6,21.2,32.1,61,3.7,2.7,611,10,23.6,28.8,65,2.7,7.7,677,19,25.8,32.5,56,4.0,5.0,676,8,25.7,33.8,69,3.6,2.9,653,10,26.9,31.8,68,2.4,7.1,661,3,27.2,33.0,61,7.6,3.2,563,7,24.2,31.0,68,4.0,4.1,608,14,23.8,31.7,58,5.6,5.0,456,12,24.1,28.5,70,3.5,4.2,687,11,21.5,32.0,61,3.7,6.0,679,7,19.0,26.6,71,5.1,7.2,603
Soybean,JS 20-34,Alluvial loam,Madhya Pradesh,Betul,Multai,Kharif,109,5,21.4,32.2,61,6.8,2.4,640,10,21.2,28.4,65,7.3,4.7,635,16,25.6,28.7,68,3.0,7.2,592,14,24.2,29.9,57,3.0,5.0,567,7,28.0,33.5,66,7.7,6.3,679,5,27.7,31.1,63,6.4,5.4,595,11,25.3,32.4,68,3.4,5.4,601,13,23.3,26.7,72,5.0,2.1,659,13,22.8,26.8,63,5.7,7.9,503,12,23.1,27.3,73,4.6,6.9,483,3,19.4,29.3,63,6.7,7.4,594
Maize,PEHM-5,Medium Black (Vertisol),Madhya Pradesh,Shivpuri,Burhanpur,Kharif,118,4,21.8,31.7,55,3.0,8.0,684,9,19.1,29.9,57,4.9,5.4,595,18,22.0,32.8,51,4.3,3.2,514,18,18.4,26.8,53,3.7,7.4,605,10,19.3,29.7,56,4.2,7.9,614,7,19.2,32.3,62,3.2,7.7,624,8,20.5,32.3,61,4.5,6.4,607,14,23.5,34.0,66,5.7,5.0,527,11,23.4,30.5,55,5.4,3.0,639,9,20.7,31.8,56,3.7,4.9,693,10,19.5,32.2,56,5.4,7.3,525
Soybean,JS 93-05,Clay loam,Madhya Pradesh,Sidhi,Narmadapuram,Kharif,103,6,22.5,28.2,66,5.0,6.1,564,13,22.6,30.5,67,7.4,7.9,561,14,25.8,33.6,58,4.5,2.1,572,9,24.3,33.6,60,6.1,3.5,572,7,25.5,30.7,57,7.1,5.6,647,5,25.6,32.0,58,7.7,6.1,532,6,25.3,29.8,56,2.3,6.2,565,14,26.0,28.9,72,4.3,3.9,690,9,22.8,30.3,70,6.5,7.5,546,12,22.7,28.0,66,2.8,6.8,696,8,23.3,26.3,72,3.2,5.8,652
Rice,Sharbati,Alluvial loam,Madhya Pradesh,Mandla,Ashta,Kharif,132,5,25.1,34.9,72,6.4,7.8,566,6,23.9,31.7,71,4.5,11.9,641,23,25.3,34.1,70,5.2,11.6,652,21,24.4,33.9,76,4.3,9.5,494,10,23.2,30.5,70,5.7,5.9,515,11,26.4,31.1,61,5.6,6.7,603,3,27.3,30.7,68,4.9,8.7,498,19,27.1,32.4,79,8.3,9.4,490,12,23.5,33.3,71,8.8,3.3,530,12,23.3,30.5,76,8.0,11.3,507,10,19.9,28.6,82,8.2,7.5,481
Soybean,JS 20-29,Silty clay loam,Madhya Pradesh,Harda,Balaghat,Kharif,101,6,20.6,32.3,63,7.7,2.8,628,9,20.2,28.4,71,5.7,4.8,659,16,25.5,32.7,73,3.8,6.0,479,16,25.9,29.2,73,7.6,6.7,568,5,27.8,29.9,55,5.8,5.2,617,2,26.8,30.7,70,7.1,5.4,515,7,25.1,29.5,60,2.6,5.1,584,11,23.5,29.3,73,6.7,5.9,599,12,25.4,29.6,74,5.4,7.1,541,10,21.7,28.0,59,5.0,6.8,467,7,22.9,28.9,74,4.4,6.1,571
Soybean,RVS 2001-4,Alluvial loam,Madhya Pradesh,Sehore,Ashta,Kharif,109,8,20.6,31.1,68,6.6,3.0,557,10,20.1,30.5,64,7.7,3.8,452,11,22.8,28.3,55,5.4,5.4,470,13,24.9,32.4,70,4.0,2.2,464,8,24.6,33.5,58,2.7,2.4,500,6,24.3,28.4,66,2.8,3.1,549,10,27.4,30.2,64,7.5,5.0,670,11,24.8,29.4,69,2.4,4.3,658,12,26.0,30.6,66,3.8,4.2,513,14,22.7,26.1,58,4.4,5.7,645,6,21.6,27.9,60,3.6,6.0,478
Soybean,JS 20-34,Sandy loam,Madhya Pradesh,Chhatarpur,Gwalior,Kharif,101,4,23.1,28.8,58,4.6,6.8,670,8,21.6,32.3,64,5.7,5.2,653,17,25.4,32.6,71,6.6,3.9,614,13,22.5,33.2,71,3.9,7.4,694,4,24.3,31.6,59,2.6,3.9,683,5,27.8,33.3,66,2.4,2.1,462,9,24.8,28.4,56,5.0,5.0,474,9,24.8,27.0,57,4.8,6.9,655,11,22.4,27.3,73,4.8,6.7,605,11,20.2,30.1,71,4.2,5.9,538,10,18.1,26.0,73,4.1,6.8,690
Rice,Sharbati,Shallow Black (Vertisol),Madhya Pradesh,Gwalior,Dabra,Kharif,122,8,22.9,32.7,63,8.1,4.2,648,10,23.3,32.7,67,4.0,9.1,518,19,25.2,33.1,75,9.7,3.7,533,24,24.1,31.8,69,5.4,8.8,676,10,22.0,33.9,82,4.9,7.3,539,6,24.7,31.1,78,4.9,6.2,478,5,25.8,33.7,62,6.0,7.7,476,15,27.2,33.0,82,6.5,5.5,616,12,23.3,28.7,73,5.0,3.1,519,8,20.3,29.0,65,6.4,7.7,544,5,20.6,33.7,72,8.6,6.9,468
Soybean,JS 20-29,Shallow Black (Vertisol),Madhya Pradesh,Balaghat,Vidisha,Kharif,102,4,21.6,28.2,59,2.4,7.0,589,10,20.8,29.8,71,3.7,4.3,566,18,22.5,33.1,59,3.4,6.0,592,11,22.7,31.6,62,5.0,5.1,556,8,26.8,32.3,70,2.6,4.6,511,5,25.2,29.1,72,3.9,3.6,653,5,24.5,33.0,74,2.3,7.4,500,10,22.0,28.5,60,7.4,4.4,508,14,23.0,31.5,57,6.5,7.0,577,14,22.9,28.4,61,3.9,2.3,687,3,23.9,30.5,56,3.0,3.5,684
